truck_state,load,decision,decision_score,outcome,future_state,regret,timestamp
"{'fuel_percent': 70, 'time_left_hours': 5.2, 'capacity_left_tons': 9}","{'load_weight_tons': 3, 'additional_time_hours': 0.6, 'profit_inr': 1225}",ACCEPT,24.94,"{'actual_profit_inr': 1049, 'delay_hours': 0.93, 'fuel_used_percent': 5}","{'time_left_hours': 4.6000000000000005, 'capacity_left_tons': 6}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 32, 'time_left_hours': 5.5, 'capacity_left_tons': 4}","{'load_weight_tons': 4, 'additional_time_hours': 0.6, 'profit_inr': 2305}",REJECT,27.03,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 4.9, 'capacity_left_tons': 0}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 54, 'time_left_hours': 5.6, 'capacity_left_tons': 4}","{'load_weight_tons': 4, 'additional_time_hours': 2.0, 'profit_inr': 607}",REJECT,6.51,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.5999999999999996, 'capacity_left_tons': 0}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 34, 'time_left_hours': 3.5, 'capacity_left_tons': 6}","{'load_weight_tons': 2, 'additional_time_hours': 1.1, 'profit_inr': 2076}",REJECT,3.72,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.4, 'capacity_left_tons': 4}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 65, 'time_left_hours': 3.0, 'capacity_left_tons': 9}","{'load_weight_tons': 2, 'additional_time_hours': 1.5, 'profit_inr': 557}",REJECT,10.84,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.5, 'capacity_left_tons': 7}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 26, 'time_left_hours': 5.1, 'capacity_left_tons': 6}","{'load_weight_tons': 1, 'additional_time_hours': 1.9, 'profit_inr': 2454}",ACCEPT,15.82,"{'actual_profit_inr': 2163, 'delay_hours': 0.37, 'fuel_used_percent': 15}","{'time_left_hours': 3.1999999999999997, 'capacity_left_tons': 5}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 64, 'time_left_hours': 5.4, 'capacity_left_tons': 4}","{'load_weight_tons': 2, 'additional_time_hours': 1.2, 'profit_inr': 506}",REJECT,29.53,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 4.2, 'capacity_left_tons': 2}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 69, 'time_left_hours': 2.3, 'capacity_left_tons': 7}","{'load_weight_tons': 3, 'additional_time_hours': 1.9, 'profit_inr': 1778}",REJECT,-18.5,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 0.3999999999999999, 'capacity_left_tons': 4}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 39, 'time_left_hours': 3.6, 'capacity_left_tons': 7}","{'load_weight_tons': 1, 'additional_time_hours': 1.0, 'profit_inr': 2650}",REJECT,8.92,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.6, 'capacity_left_tons': 6}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 73, 'time_left_hours': 2.6, 'capacity_left_tons': 4}","{'load_weight_tons': 3, 'additional_time_hours': 0.5, 'profit_inr': 1381}",REJECT,18.5,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.1, 'capacity_left_tons': 1}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 33, 'time_left_hours': 5.5, 'capacity_left_tons': 9}","{'load_weight_tons': 2, 'additional_time_hours': 0.9, 'profit_inr': 1121}",ACCEPT,27.02,"{'actual_profit_inr': 870, 'delay_hours': 0.59, 'fuel_used_percent': 5}","{'time_left_hours': 4.6, 'capacity_left_tons': 7}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 48, 'time_left_hours': 3.6, 'capacity_left_tons': 7}","{'load_weight_tons': 2, 'additional_time_hours': 0.6, 'profit_inr': 2821}",ACCEPT,-7.75,"{'actual_profit_inr': 2732, 'delay_hours': 0.55, 'fuel_used_percent': 6}","{'time_left_hours': 3.0, 'capacity_left_tons': 5}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 55, 'time_left_hours': 4.8, 'capacity_left_tons': 7}","{'load_weight_tons': 3, 'additional_time_hours': 1.8, 'profit_inr': 510}",REJECT,-5.28,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.0, 'capacity_left_tons': 4}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 68, 'time_left_hours': 2.8, 'capacity_left_tons': 7}","{'load_weight_tons': 4, 'additional_time_hours': 1.9, 'profit_inr': 2101}",ACCEPT,15.06,"{'actual_profit_inr': 1962, 'delay_hours': 0.42, 'fuel_used_percent': 14}","{'time_left_hours': 0.8999999999999999, 'capacity_left_tons': 3}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 26, 'time_left_hours': 2.4, 'capacity_left_tons': 8}","{'load_weight_tons': 1, 'additional_time_hours': 0.7, 'profit_inr': 826}",REJECT,17.8,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.7, 'capacity_left_tons': 7}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 52, 'time_left_hours': 4.8, 'capacity_left_tons': 10}","{'load_weight_tons': 2, 'additional_time_hours': 1.2, 'profit_inr': 1787}",ACCEPT,-12.69,"{'actual_profit_inr': 1724, 'delay_hours': 0.58, 'fuel_used_percent': 11}","{'time_left_hours': 3.5999999999999996, 'capacity_left_tons': 8}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 64, 'time_left_hours': 4.5, 'capacity_left_tons': 9}","{'load_weight_tons': 1, 'additional_time_hours': 0.9, 'profit_inr': 707}",ACCEPT,1.12,"{'actual_profit_inr': 559, 'delay_hours': 1.48, 'fuel_used_percent': 10}","{'time_left_hours': 3.6, 'capacity_left_tons': 8}",1,2026-02-01T02:45:42.007091
"{'fuel_percent': 59, 'time_left_hours': 4.9, 'capacity_left_tons': 2}","{'load_weight_tons': 4, 'additional_time_hours': 0.6, 'profit_inr': 982}",ACCEPT,11.87,"{'actual_profit_inr': 935, 'delay_hours': 0.42, 'fuel_used_percent': 11}","{'time_left_hours': 4.300000000000001, 'capacity_left_tons': -2}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 28, 'time_left_hours': 3.0, 'capacity_left_tons': 6}","{'load_weight_tons': 1, 'additional_time_hours': 0.7, 'profit_inr': 1847}",REJECT,-16.5,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.3, 'capacity_left_tons': 5}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 65, 'time_left_hours': 3.9, 'capacity_left_tons': 3}","{'load_weight_tons': 2, 'additional_time_hours': 1.4, 'profit_inr': 2787}",ACCEPT,1.73,"{'actual_profit_inr': 2769, 'delay_hours': 0.05, 'fuel_used_percent': 5}","{'time_left_hours': 2.5, 'capacity_left_tons': 1}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 48, 'time_left_hours': 2.1, 'capacity_left_tons': 10}","{'load_weight_tons': 2, 'additional_time_hours': 1.0, 'profit_inr': 2816}",ACCEPT,-0.26,"{'actual_profit_inr': 2547, 'delay_hours': 0.19, 'fuel_used_percent': 5}","{'time_left_hours': 1.1, 'capacity_left_tons': 8}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 74, 'time_left_hours': 2.7, 'capacity_left_tons': 10}","{'load_weight_tons': 2, 'additional_time_hours': 0.6, 'profit_inr': 2906}",ACCEPT,24.28,"{'actual_profit_inr': 2627, 'delay_hours': 1.16, 'fuel_used_percent': 9}","{'time_left_hours': 2.1, 'capacity_left_tons': 8}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 45, 'time_left_hours': 6.0, 'capacity_left_tons': 6}","{'load_weight_tons': 3, 'additional_time_hours': 1.5, 'profit_inr': 2996}",ACCEPT,0.27,"{'actual_profit_inr': 2905, 'delay_hours': 0.15, 'fuel_used_percent': 12}","{'time_left_hours': 4.5, 'capacity_left_tons': 3}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 31, 'time_left_hours': 4.7, 'capacity_left_tons': 4}","{'load_weight_tons': 4, 'additional_time_hours': 1.0, 'profit_inr': 2564}",ACCEPT,-3.51,"{'actual_profit_inr': 2321, 'delay_hours': 0.44, 'fuel_used_percent': 7}","{'time_left_hours': 3.7, 'capacity_left_tons': 0}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 29, 'time_left_hours': 5.4, 'capacity_left_tons': 5}","{'load_weight_tons': 3, 'additional_time_hours': 1.9, 'profit_inr': 1384}",ACCEPT,-2.18,"{'actual_profit_inr': 1096, 'delay_hours': 0.75, 'fuel_used_percent': 10}","{'time_left_hours': 3.5000000000000004, 'capacity_left_tons': 2}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 45, 'time_left_hours': 2.1, 'capacity_left_tons': 4}","{'load_weight_tons': 1, 'additional_time_hours': 1.7, 'profit_inr': 2333}",REJECT,4.6,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 0.40000000000000013, 'capacity_left_tons': 3}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 76, 'time_left_hours': 3.2, 'capacity_left_tons': 5}","{'load_weight_tons': 1, 'additional_time_hours': 1.9, 'profit_inr': 1477}",REJECT,-4.57,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.3000000000000003, 'capacity_left_tons': 4}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 33, 'time_left_hours': 3.5, 'capacity_left_tons': 5}","{'load_weight_tons': 3, 'additional_time_hours': 0.9, 'profit_inr': 541}",REJECT,14.19,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.6, 'capacity_left_tons': 2}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 29, 'time_left_hours': 3.5, 'capacity_left_tons': 10}","{'load_weight_tons': 4, 'additional_time_hours': 1.6, 'profit_inr': 2380}",ACCEPT,-14.16,"{'actual_profit_inr': 2085, 'delay_hours': 0.72, 'fuel_used_percent': 12}","{'time_left_hours': 1.9, 'capacity_left_tons': 6}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 60, 'time_left_hours': 3.0, 'capacity_left_tons': 4}","{'load_weight_tons': 4, 'additional_time_hours': 1.0, 'profit_inr': 2539}",ACCEPT,-3.64,"{'actual_profit_inr': 2464, 'delay_hours': 0.06, 'fuel_used_percent': 14}","{'time_left_hours': 2.0, 'capacity_left_tons': 0}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 29, 'time_left_hours': 4.1, 'capacity_left_tons': 6}","{'load_weight_tons': 1, 'additional_time_hours': 1.4, 'profit_inr': 1087}",ACCEPT,8.16,"{'actual_profit_inr': 904, 'delay_hours': 1.35, 'fuel_used_percent': 8}","{'time_left_hours': 2.6999999999999997, 'capacity_left_tons': 5}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 74, 'time_left_hours': 2.3, 'capacity_left_tons': 6}","{'load_weight_tons': 4, 'additional_time_hours': 1.0, 'profit_inr': 2199}",REJECT,27.76,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.2999999999999998, 'capacity_left_tons': 2}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 29, 'time_left_hours': 2.8, 'capacity_left_tons': 10}","{'load_weight_tons': 4, 'additional_time_hours': 1.3, 'profit_inr': 2651}",REJECT,24.7,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.4999999999999998, 'capacity_left_tons': 6}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 32, 'time_left_hours': 3.2, 'capacity_left_tons': 10}","{'load_weight_tons': 3, 'additional_time_hours': 0.7, 'profit_inr': 1199}",ACCEPT,-19.28,"{'actual_profit_inr': 1139, 'delay_hours': 0.6, 'fuel_used_percent': 13}","{'time_left_hours': 2.5, 'capacity_left_tons': 7}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 32, 'time_left_hours': 6.0, 'capacity_left_tons': 10}","{'load_weight_tons': 2, 'additional_time_hours': 2.0, 'profit_inr': 639}",ACCEPT,26.92,"{'actual_profit_inr': 612, 'delay_hours': 0.25, 'fuel_used_percent': 14}","{'time_left_hours': 4.0, 'capacity_left_tons': 8}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 71, 'time_left_hours': 5.3, 'capacity_left_tons': 6}","{'load_weight_tons': 3, 'additional_time_hours': 1.8, 'profit_inr': 2361}",ACCEPT,25.64,"{'actual_profit_inr': 2350, 'delay_hours': 0.75, 'fuel_used_percent': 8}","{'time_left_hours': 3.5, 'capacity_left_tons': 3}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 30, 'time_left_hours': 3.7, 'capacity_left_tons': 8}","{'load_weight_tons': 2, 'additional_time_hours': 0.7, 'profit_inr': 1224}",REJECT,20.72,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.0, 'capacity_left_tons': 6}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 67, 'time_left_hours': 3.6, 'capacity_left_tons': 8}","{'load_weight_tons': 1, 'additional_time_hours': 0.6, 'profit_inr': 1713}",ACCEPT,-14.33,"{'actual_profit_inr': 1501, 'delay_hours': 0.17, 'fuel_used_percent': 9}","{'time_left_hours': 3.0, 'capacity_left_tons': 7}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 40, 'time_left_hours': 5.7, 'capacity_left_tons': 6}","{'load_weight_tons': 2, 'additional_time_hours': 1.4, 'profit_inr': 1693}",ACCEPT,9.99,"{'actual_profit_inr': 1397, 'delay_hours': 0.09, 'fuel_used_percent': 13}","{'time_left_hours': 4.300000000000001, 'capacity_left_tons': 4}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 50, 'time_left_hours': 2.5, 'capacity_left_tons': 6}","{'load_weight_tons': 2, 'additional_time_hours': 1.1, 'profit_inr': 2445}",ACCEPT,-17.04,"{'actual_profit_inr': 2213, 'delay_hours': 1.14, 'fuel_used_percent': 14}","{'time_left_hours': 1.4, 'capacity_left_tons': 4}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 36, 'time_left_hours': 6.0, 'capacity_left_tons': 3}","{'load_weight_tons': 3, 'additional_time_hours': 0.9, 'profit_inr': 1420}",REJECT,-7.0,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 5.1, 'capacity_left_tons': 0}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 54, 'time_left_hours': 4.3, 'capacity_left_tons': 6}","{'load_weight_tons': 3, 'additional_time_hours': 1.4, 'profit_inr': 2925}",REJECT,15.22,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.9, 'capacity_left_tons': 3}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 79, 'time_left_hours': 4.8, 'capacity_left_tons': 3}","{'load_weight_tons': 3, 'additional_time_hours': 1.2, 'profit_inr': 1712}",REJECT,29.46,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.5999999999999996, 'capacity_left_tons': 0}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 80, 'time_left_hours': 5.0, 'capacity_left_tons': 3}","{'load_weight_tons': 2, 'additional_time_hours': 1.6, 'profit_inr': 869}",ACCEPT,11.29,"{'actual_profit_inr': 759, 'delay_hours': 1.25, 'fuel_used_percent': 8}","{'time_left_hours': 3.4, 'capacity_left_tons': 1}",1,2026-02-01T02:45:42.007091
"{'fuel_percent': 33, 'time_left_hours': 4.8, 'capacity_left_tons': 6}","{'load_weight_tons': 2, 'additional_time_hours': 1.0, 'profit_inr': 1982}",REJECT,21.45,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.8, 'capacity_left_tons': 4}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 24, 'time_left_hours': 5.8, 'capacity_left_tons': 5}","{'load_weight_tons': 2, 'additional_time_hours': 1.5, 'profit_inr': 1368}",REJECT,13.39,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 4.3, 'capacity_left_tons': 3}",0,2026-02-01T02:45:42.007091
"{'fuel_percent': 35, 'time_left_hours': 6.0, 'capacity_left_tons': 8}","{'load_weight_tons': 3, 'additional_time_hours': 0.7, 'profit_inr': 2097}",ACCEPT,-1.57,"{'actual_profit_inr': 1966, 'delay_hours': 1.27, 'fuel_used_percent': 6}","{'time_left_hours': 5.3, 'capacity_left_tons': 5}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 53, 'time_left_hours': 5.1, 'capacity_left_tons': 4}","{'load_weight_tons': 2, 'additional_time_hours': 1.7, 'profit_inr': 1962}",REJECT,4.29,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.3999999999999995, 'capacity_left_tons': 2}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 49, 'time_left_hours': 2.3, 'capacity_left_tons': 5}","{'load_weight_tons': 3, 'additional_time_hours': 1.6, 'profit_inr': 786}",REJECT,-2.51,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 0.6999999999999997, 'capacity_left_tons': 2}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 70, 'time_left_hours': 4.5, 'capacity_left_tons': 2}","{'load_weight_tons': 2, 'additional_time_hours': 1.4, 'profit_inr': 716}",ACCEPT,20.58,"{'actual_profit_inr': 472, 'delay_hours': 0.62, 'fuel_used_percent': 14}","{'time_left_hours': 3.1, 'capacity_left_tons': 0}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 66, 'time_left_hours': 2.9, 'capacity_left_tons': 8}","{'load_weight_tons': 1, 'additional_time_hours': 1.5, 'profit_inr': 2303}",REJECT,-1.29,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.4, 'capacity_left_tons': 7}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 40, 'time_left_hours': 4.9, 'capacity_left_tons': 9}","{'load_weight_tons': 3, 'additional_time_hours': 1.0, 'profit_inr': 1475}",ACCEPT,16.39,"{'actual_profit_inr': 1197, 'delay_hours': 1.26, 'fuel_used_percent': 5}","{'time_left_hours': 3.9000000000000004, 'capacity_left_tons': 6}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 80, 'time_left_hours': 5.4, 'capacity_left_tons': 9}","{'load_weight_tons': 1, 'additional_time_hours': 1.3, 'profit_inr': 2710}",ACCEPT,-9.61,"{'actual_profit_inr': 2498, 'delay_hours': 0.25, 'fuel_used_percent': 14}","{'time_left_hours': 4.1000000000000005, 'capacity_left_tons': 8}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 25, 'time_left_hours': 5.4, 'capacity_left_tons': 2}","{'load_weight_tons': 3, 'additional_time_hours': 1.8, 'profit_inr': 1529}",ACCEPT,1.8,"{'actual_profit_inr': 1519, 'delay_hours': 0.02, 'fuel_used_percent': 11}","{'time_left_hours': 3.6000000000000005, 'capacity_left_tons': -1}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 20, 'time_left_hours': 4.9, 'capacity_left_tons': 2}","{'load_weight_tons': 1, 'additional_time_hours': 1.9, 'profit_inr': 2606}",ACCEPT,26.75,"{'actual_profit_inr': 2518, 'delay_hours': 1.06, 'fuel_used_percent': 7}","{'time_left_hours': 3.0000000000000004, 'capacity_left_tons': 1}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 34, 'time_left_hours': 4.0, 'capacity_left_tons': 7}","{'load_weight_tons': 2, 'additional_time_hours': 1.0, 'profit_inr': 2667}",REJECT,24.18,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.0, 'capacity_left_tons': 5}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 38, 'time_left_hours': 3.7, 'capacity_left_tons': 9}","{'load_weight_tons': 1, 'additional_time_hours': 1.4, 'profit_inr': 2283}",REJECT,-2.28,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.3000000000000003, 'capacity_left_tons': 8}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 21, 'time_left_hours': 5.7, 'capacity_left_tons': 5}","{'load_weight_tons': 2, 'additional_time_hours': 1.7, 'profit_inr': 1697}",ACCEPT,26.69,"{'actual_profit_inr': 1549, 'delay_hours': 1.12, 'fuel_used_percent': 6}","{'time_left_hours': 4.0, 'capacity_left_tons': 3}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 37, 'time_left_hours': 5.2, 'capacity_left_tons': 4}","{'load_weight_tons': 1, 'additional_time_hours': 0.6, 'profit_inr': 1273}",REJECT,-18.0,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 4.6000000000000005, 'capacity_left_tons': 3}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 49, 'time_left_hours': 4.0, 'capacity_left_tons': 5}","{'load_weight_tons': 2, 'additional_time_hours': 0.6, 'profit_inr': 539}",REJECT,5.72,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.4, 'capacity_left_tons': 3}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 52, 'time_left_hours': 4.5, 'capacity_left_tons': 9}","{'load_weight_tons': 4, 'additional_time_hours': 1.3, 'profit_inr': 584}",REJECT,-17.37,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.2, 'capacity_left_tons': 5}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 44, 'time_left_hours': 2.0, 'capacity_left_tons': 4}","{'load_weight_tons': 1, 'additional_time_hours': 1.2, 'profit_inr': 1988}",REJECT,-7.79,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 0.8, 'capacity_left_tons': 3}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 74, 'time_left_hours': 4.6, 'capacity_left_tons': 9}","{'load_weight_tons': 1, 'additional_time_hours': 0.6, 'profit_inr': 1492}",REJECT,-6.45,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.9999999999999996, 'capacity_left_tons': 8}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 70, 'time_left_hours': 2.0, 'capacity_left_tons': 10}","{'load_weight_tons': 1, 'additional_time_hours': 0.5, 'profit_inr': 1485}",REJECT,-19.86,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.5, 'capacity_left_tons': 9}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 71, 'time_left_hours': 4.2, 'capacity_left_tons': 7}","{'load_weight_tons': 4, 'additional_time_hours': 1.1, 'profit_inr': 880}",ACCEPT,20.18,"{'actual_profit_inr': 870, 'delay_hours': 1.0, 'fuel_used_percent': 13}","{'time_left_hours': 3.1, 'capacity_left_tons': 3}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 39, 'time_left_hours': 5.7, 'capacity_left_tons': 5}","{'load_weight_tons': 1, 'additional_time_hours': 1.8, 'profit_inr': 834}",REJECT,8.93,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.9000000000000004, 'capacity_left_tons': 4}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 52, 'time_left_hours': 4.3, 'capacity_left_tons': 8}","{'load_weight_tons': 2, 'additional_time_hours': 0.8, 'profit_inr': 2291}",REJECT,2.8,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.5, 'capacity_left_tons': 6}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 74, 'time_left_hours': 2.9, 'capacity_left_tons': 6}","{'load_weight_tons': 2, 'additional_time_hours': 0.6, 'profit_inr': 955}",REJECT,-9.39,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.3, 'capacity_left_tons': 4}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 49, 'time_left_hours': 2.1, 'capacity_left_tons': 9}","{'load_weight_tons': 2, 'additional_time_hours': 1.2, 'profit_inr': 742}",REJECT,-18.68,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 0.9000000000000001, 'capacity_left_tons': 7}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 29, 'time_left_hours': 3.0, 'capacity_left_tons': 5}","{'load_weight_tons': 4, 'additional_time_hours': 1.7, 'profit_inr': 1281}",ACCEPT,7.12,"{'actual_profit_inr': 1026, 'delay_hours': 0.91, 'fuel_used_percent': 10}","{'time_left_hours': 1.3, 'capacity_left_tons': 1}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 34, 'time_left_hours': 5.2, 'capacity_left_tons': 9}","{'load_weight_tons': 3, 'additional_time_hours': 0.7, 'profit_inr': 1562}",ACCEPT,17.83,"{'actual_profit_inr': 1283, 'delay_hours': 0.63, 'fuel_used_percent': 12}","{'time_left_hours': 4.5, 'capacity_left_tons': 6}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 51, 'time_left_hours': 5.8, 'capacity_left_tons': 6}","{'load_weight_tons': 1, 'additional_time_hours': 1.9, 'profit_inr': 912}",ACCEPT,-9.96,"{'actual_profit_inr': 801, 'delay_hours': 0.33, 'fuel_used_percent': 12}","{'time_left_hours': 3.9, 'capacity_left_tons': 5}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 54, 'time_left_hours': 4.4, 'capacity_left_tons': 7}","{'load_weight_tons': 3, 'additional_time_hours': 1.8, 'profit_inr': 1652}",ACCEPT,-18.09,"{'actual_profit_inr': 1467, 'delay_hours': 0.64, 'fuel_used_percent': 7}","{'time_left_hours': 2.6000000000000005, 'capacity_left_tons': 4}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 35, 'time_left_hours': 5.5, 'capacity_left_tons': 8}","{'load_weight_tons': 3, 'additional_time_hours': 1.8, 'profit_inr': 1321}",ACCEPT,27.53,"{'actual_profit_inr': 1088, 'delay_hours': 0.43, 'fuel_used_percent': 12}","{'time_left_hours': 3.7, 'capacity_left_tons': 5}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 48, 'time_left_hours': 4.9, 'capacity_left_tons': 2}","{'load_weight_tons': 1, 'additional_time_hours': 1.9, 'profit_inr': 2247}",REJECT,12.88,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.0000000000000004, 'capacity_left_tons': 1}",0,2026-02-01T02:45:42.008083
